Daikh ly,Neutral
dhoondhe,Neutral
Exactly ,Neutral
Exactlyy,Neutral
Excelent,Positive
ghalllat,Negative
Galat post,Negative
GOOD JOB,Positive
good man,Positive
Good one,Positive
Good one,Positive
Good pti,Positive
Gud lala,Positive
"haan,,, ",Neutral
achiii hai,Positive
Haha nyc,Positive
Haha wow,Positive
Hahaahah,Positive
hahaha  ,Positive
Hahaha,Positive
Hahahah ,Positive
Hahahaha,Positive
Hahahaha,Positive
Hahahaha,Positive
Hahahaha,Positive
hahahhah,Positive
hahhahah,Positive
Hai naa ,Neutral
hd hogai,Negative
hello g ,Neutral
Hello hi,Neutral
Hello ji,Neutral
Hn g bht,Neutral
Hummmmmm,Neutral
sach,Positive
k sath ù,Neutral
Kasam se,Neutral
Kessey g,Neutral
kia chez,Neutral
Kia huwa,Neutral
Kill you,Negative
Kis liye,Neutral
Lajewab ,Negative
lakh di ,Negative
Lanti ho,Negative
Larky se,Neutral
Lazm hai,Neutral
lets see,Neutral
Lol awsm,Positive
mae bhi ,Neutral
Me??????,Neutral
Mera liy,Neutral
Minahill,Neutral
Muje bhe,Neutral
Na yaara,Neutral
namoooni,Neutral
No doubt,Neutral
November,Neutral
Ok baby ,Neutral
okatless,Neutral
Okay ÇÇÇ,Neutral
Oye mein,Neutral
Pta nahi,Neutral
Rehne do,Neutral
Sach mei,Neutral
Sahi kha,Neutral
same bro,Neutral
samjh le,Neutral
Sach kaha,Positive
Shukria.,Positive
Soch Lo ,Neutral
Sun Lya?,Neutral
Taterain,Neutral
Tere too,Neutral
Thek keh,Neutral
Thek kha,Neutral
Tm krdo ,Neutral
Toba kro,Negative
Venus k ,Neutral
Very sad,Negative
Weldone.,Positive
WellCoMe,Neutral
Ye baat ,Neutral
You too ,Neutral
zabardast,Positive
Zabardst,Positive
Zaberdst,Positive
khush,Positive
 koi b ni,Neutral
 hahahaha,Positive
 wa ga wa,Positive
Aa jao..Ç,Neutral
Ab to mil,Neutral
Acha jee ,Neutral
Aeroplane,Neutral
ahm ahm  ,Neutral
Allah sy ,Neutral
am kon hy,Neutral
Ami b na ,Neutral
ao chalen,Neutral
Ap ko bhe,Neutral
Awaiting ,Neutral
Ay ki ji ,Neutral
Baji bili,Neutral
bal faleo,Neutral
Beautiful,Neutral
Beautyful,Neutral
Begairati,Negative
Bhot Aala,Positive
Bht khoob,Positive
bht saari,Neutral
bht ziada,Neutral
Buht aala,Positive
Buri baat,Negative
cheetaaah,Neutral
Chintuuuu,Neutral
Chl jhoti,Neutral
Chor sary,Negative
DarJAN ??,Neutral
Definetly,Neutral
dekh farq,Negative
Dfa ho ja,Negative
dua Karo ,Positive
awlaa chez hai ye,Positive
eyebrows ,Neutral
buri khabar,Negative
Fantastic,Positive
Fitay muh,Negative
FiZa Khan,Neutral
Ghusaa ku,Negative
Good idea,Positive
Good lala,Positive
Good news,Positive
Good nwes,Positive
Good team,Positive
Great job,Positive
Great Man,Positive
Haha qurb,Neutral
Haha true,Neutral
Hahah ri8,Positive
hahahaha ,Positive
Hahahaha,Positive
Hahahaha.,Positive
Hahahahah,Positive
hahahhaah,Positive
Hahahhaha,Positive
Hahhahaha,Positive
Han blkl ,Neutral
Han choro,Neutral
Han waqai,Neutral
Han ya na,Neutral
Haram hai,Negative
Her name?,Neutral
Hhhhhhhhh,Neutral
Hmm bikul,Neutral
Im crying,Neutral
InshAllah,Neutral
Jahil log,Negative
Jazkallah,Neutral
jeni chk.,Neutral
Ji btaye ,Neutral
Ji kya ? ,Neutral
Ji zarour,Neutral
Kasam seÇ,Neutral
Khoob tar,Positive
Khwab ai?,Neutral
Kia krain,Neutral
Kis klisy,Neutral
lakhlanat,Neutral
Lanat hai,Negative
Lkn mea q,Positive
Love lala,Positive
M legend ,Neutral
Maa sadko,Positive
Mashallah,Neutral
MashAllha,Neutral
Mehr Maah,Neutral
Meri eid ,Positive
Meri janu,Positive
Mjhe b!! ,Neutral
Nahein tu,Negative
nakhray è,Neutral
Nhi ho ge,Neutral
Nice khan,Positive
Nice work,Positive
No change,Neutral
November ,Neutral
Ohhh thnX,Neutral
"Ok dear ,",Neutral
Okey brov,Neutral
Point bro,Neutral
Rehny dy ,Neutral
Relatable,Neutral
Saba noor,Neutral
Sach kaha,Positive
Sadia    ,Neutral
Sahi baat,Positive
sahi bt h,Positive
sahi kaha,Positive
Sahi main,Positive
Same here,Neutral
same to u,Neutral
samji nae,Neutral
Scrolling,Neutral
Sheentagh,Neutral
Shoot you,Negative
sum ameen,Neutral
Theek hai,Positive
thek kaha,Positive
This rite,Positive
U r right,Positive
Wah g wah,Positive
wahh g.. ,Positive
welay log,Negative
Well come,Neutral
Well done,Positive
Well said,Positive
Who is he,Neutral
Ye kb hva,Neutral
yeh video,Neutral
yes right,Neutral
Yes yes u,Neutral
yours too,Neutral
Zabardast,Positive
Zabardust,Positive
Zan mured,Neutral
 mind game,Neutral
Aaaallaaaa,Positive
Aap ko bhi,Neutral
adhi raat ,Neutral
Aj hua hn ,Neutral
Allah kary,Neutral
anmol baat,Positive
Asi gup de,Neutral
Awaz bhiii,Neutral
bakara hei,Negative
Bekaar hay,Negative
Beta g hai,Neutral
Bhata Lya ,Negative
Bhout umda,Positive
Bohat Aala,Positive
bohat acha,Positive
Bohat achy,Positive
Bohat khub,Positive
Boht aalaa,Positive
boht acha.,Positive
Boht khoob,Positive
Bol najomi,Neutral
Boltii hon,Neutral
Bsss chupp,Negative
Buhat jald,Neutral
buhut hain,Neutral
Buhut khob,Positive
Bull dog s,Neutral
Burger Ô∏è,Neutral
Chal me ai,Neutral
chalo ????,Neutral
Der ha lal,Neutral
èmar ja tu,Negative
Every bird,Neutral
Final mein,Neutral
First wala,Neutral
God help u,Neutral
Great Lala,Positive
Great work,Positive
Haha nai..,Neutral
Haha true ,Neutral
Hahah ok g,Neutral
Hahahaha q,Positive
hakeqat hy,Neutral
Han tek hy,Neutral
Heer Naqvi,Positive
Honey burd,Neutral
Hume b ap ,Neutral
"Humming ,,",Neutral
I am sorry,Neutral
I know re ,Neutral
I love you,Positive
i think so,Neutral
Impossible,Neutral
Imran Khan,Neutral
Inshaallah,Neutral
Is waqat M,Positive
is't true?,Neutral
Ji bilkul.,Neutral
Ji haazur ,Neutral
kaba chowk,Neutral
kaisy kary,Neutral
Kamal alla,Positive
kch yd aya,Neutral
Kdr mari v,Neutral
Kea hua ? ,Neutral
Keep it up,Neutral
Khara sach,Negative
Kia bt hai,Neutral
kingfisher,Neutral
kl chlain?,Neutral
koi hal ni,Positive
Kya bat ha,Neutral
kya samjhe,Neutral
Lanat mici,Negative
Lanati pti,Negative
Level- (y),Neutral
Love u lhr,Positive
Love uh.. ,Positive
M kb kahon,Neutral
Margyi ok.,Negative
Mash Allah,Neutral
MashaAllah,Positive
Maza aa ga,Positive
Mr.najomii,Neutral
Mubarkaan ,Positive
Murdakhoor,Neutral
Na manzoor,Neutral
Nahi mila.,Negative
Nh jannnnn,Neutral
ni ghr hu ,Neutral
Nice dreem,Positive
Pata nai ?,Negative
Phncha dyn,Neutral
pila dy na,Neutral
Pizza too ,Neutral
pyari baat,Positive
Q nahi jan,Positive
Qurban jao,Positive
Raza hayat,Neutral
Relates me,Neutral
RIP Drone ,Negative
Sach mein ,Neutral
Sadly yes ,Neutral
Sahi KahaÇ,Positive
Same to u ,Neutral
Sary do no,Neutral
Seriously?,Neutral
Sure bitch,Neutral
teray liye,Neutral
Thanks god,Neutral
Thats me ≠,Neutral
Thats true,Positive
Thek hi he,Positive
thncx bol.,Neutral
tmhari eid,Positive
Tu b kri Ç,Neutral
Tu bta day,Negative
tum o Ye ?,Neutral
Tuu kar bc,Negative
update plz,Neutral
Urva Ajmal,Neutral
Us k goly ,Neutral
Wah je wah,Positive
Wah Ji Wah,Positive
Wah zbrdst,Positive
Waqai yrr ,Neutral
Well said!,Neutral
Ye Kon Hy?,Neutral
yei tu hai,Neutral
Yes yes   ,Neutral
Yusra Ali ,Neutral
Zabardast ,Positive
Zabardast ,Positive
Zahir hai ,Neutral
Zaib Usman,Positive
Zainab Ali,Neutral
 check this,Neutral
 meri story,Positive
acha sorryÇ,Neutral
A pass kiya,Neutral
ab rehny do,Neutral
Abhi ni hue,Neutral
achi bat hy,Positive
Aesa he ha ,Neutral
Afridi good,Positive
Ameen Ameen,Neutral
And we won ,Neutral
Ap jahil ho,Negative
Ap kia ho??,Neutral
ap lun khao,Negative
Apky jeeju ,Neutral
atiya nisar,Positive
Bahoot khub,Positive
Bahut khoob,Positive
bekaar hain,Negative
bhai ban ka,Neutral
bhi dakh ??,Neutral
Bhot khob g,Positive
Bilkul sahi,Positive
Blkul blkul,Neutral
Bohat aala ,Positive
umda ,Positive
bs kch bhi ,Negative
But fooddd,Neutral
Can't wait.,Neutral
Chuta zahen,Negative
Cute masoom,Positive
daily goals,Neutral
Dash he tu ,Negative
dekha ha ye,Neutral
Dieting ‚ù ,Neutral
Diezel chor,Negative
Donwo lanti,Negative
Eid kb hogy,Neutral
End na karo,Neutral
Film mein ?,Neutral
Gallon? Omg,Neutral
Go gadar go,Negative
Go nawaz go,Neutral
Good played,Positive
Goood ri88 ,Positive
Great work ,Positive
Haan i know,Neutral
Haar maani ,Negative
Had ha yrrr,Neutral
Had hoti he,Neutral
umaddaa,Positive
umdddaaaa,Positive
achaaa kaam,Positive
acha hai ye,Positive
achii cheez hai ye to,Positive
mujhy pasand ai hai,Positive
thek hai ye ,Positive
Hai Kia yah,Neutral
Han g agaye,Neutral
Han pata ha,Neutral
Haqeeqat aa,Positive
Har jaye gi,Negative
Hayee so me,Neutral
achi cheezy dety hai ye log,Positive
Heming bird,Neutral
Hifza Tahir,Neutral
Hihihi waoo,Neutral
hijab style,Positive
hummingbird,Neutral
I lose 3 kg,Neutral
ia cokolary,Negative
In Pakistan,Neutral
ini kafi ay,Neutral
Insha Allah,Neutral
Insha Allha,Neutral
InshaAllah ,Neutral
inshallah..,Neutral
Iraj Tariq ,Neutral
jaan de de ,Negative
Jani you h9,Positive
Ji farmaye ,Neutral
Jiye bhutto,Neutral
jo baat hai,Neutral
Jo bat hai ,Neutral
Kab ani hai,Neutral
Kafir kutte,Negative
Kamal dost ,Positive
kamal hogya,Positive
Kase sir ho,Neutral
"Kay baat,ha",Neutral
ketry jo aa,Positive
Khn gy murs,Neutral
khwnd a nao,Neutral
kia bait ha,Neutral
Kisky liey ,Neutral
Konsi baat ,Neutral
kya 2 hain?,Neutral
"Kya bt hai,",Positive
L0ve u M0M ,Positive
lets start ,Negative
Love u khan,Positive
love you to,Positive
Maahalahaaa,Neutral
Maham Zahid,Negative
Mahira khan,Neutral
Maryam Khan,Neutral
Masha Allah,Neutral
MashaAllah ,Positive
MashaAllah.,Positive
Mashahallah,Neutral
maza ah gya,Negative
Maza ata hy,Positive
Me 2.Hahaha,Positive
Mujay bheii,Neutral
Mujhay. bhi,Neutral
ni ubhi b n,Neutral
Nice spell ,Neutral
no galazaat,Positive
Not really ,Neutral
Ohk. Done Ç,Neutral
Out of form,Neutral
Oyeeee khog,Neutral
Plant kiye.,Neutral
pori dekhna,Neutral
pyary hain ,Positive
Quetta khan,Neutral
Ratay hain.,Negative
ro chora ro,Negative
"RO,IMRAN,RO",Neutral
SAB KAH DOO,Neutral
safiya khan,Neutral
Sai ponchy ,Neutral
shad lagi h,Neutral
Shame shame,Neutral
sharam karo,Negative
Shopping py,Neutral
shreef bcha,Positive
Shutup yaar,Neutral
Some Javed ,Neutral
Stuf kesa h,Neutral
Subhanallah,Neutral
Subhanullah,Neutral
Subhn Allah,Neutral
Such hi kha,Neutral
super match,Positive
Sut lena hy,Neutral
Talash karo,Neutral
Thak gya h ,Negative
Thek he hai,Neutral
Time lgy ga,Neutral
Try krta hn,Neutral
Uff Allah .,Neutral
Very good g,Positive
Very nice g,Positive
Vryyy truee,Positive
Wah wah wah,Positive
Who is he ?,Neutral
wo bhi apny,Neutral
wo uski hy ,Neutral
Wskhair mub,Neutral
yaqeen hai ,Neutral
ye dekho.. ,Neutral
Ye kia hai?,Neutral
Ye kia thaa,Neutral
Ye kya tha ,Neutral
Yeh bhi hey,Neutral
yeh kya hai,Neutral
Yh kon hy?Ç,Neutral
your story ,Neutral
Yup boring ,Neutral
Zara c bhi ,Neutral
YEH TU E HAÇ,Neutral
Mary wala ha,Neutral
3 he bewaqof,Negative
Aaankh maari,Neutral
Aap Hain yah,Neutral
Ab Pesh hai ,Neutral
Abhi b yai h,Neutral
Aey hanu aey,Neutral
aja pilatiùù,Positive
Allahhoakbar,Neutral
Amna Abbasi ,Neutral
aoo bai aoo ,Neutral
Apko krdogi ,Neutral
Ary kunsa he,Neutral
Ayi ayi PTI ,Neutral
Best of Luck,Neutral
Bhaeee waaaa,Neutral
Bhai lajawab,Positive
Bhot acha hy,Positive
Bht acha hai,Positive
bht acha he,Positive
bht allaw yr,Positive
BHT khobsort,Positive
Bilkul right,Positive
Bilkul sahee,Positive
Bohat khooob,Positive
Bohatt Khoob,Positive
Boht he aala,Positive
Bss itni se?,Neutral
Chal ae chal,Neutral
Chalo choro ,Neutral
Chiyo k elag,Neutral
Chl kr a kay,Neutral
chor chor hi,Negative
Chor ki beti,Negative
chupa lo ab ,Negative
Cloth kesa h,Neutral
Darta hn kia,Negative
De hi na den,Neutral
Diesel Oamba,Neutral
Dj cuteee ha,Positive
Dua kar dain,Positive
Dua ki talib,Positive
Farwa Rubab ,Negative
Faryal aijax,Neutral
G bnd kia jy,Negative
G ha mku pta,Neutral
g kafi zaida,Neutral
Garak houjao,Negative
Good news ha,Positive
Great effort,Positive
Haha awesome,Positive
burii baat,Negative
pasand naai ai mujhy,Negative
gandii or galat,Negative
umda,Positive
Haniya Khan.,Positive
Har jaye ge ,Negative
Hasna mana h,Negative
Haye bachari,Neutral
hhahhahahaha,Positive
hmari story ,Neutral
Hmm mujy bhi,Neutral
hn dekhy mae,Neutral
Hogay achi h,Positive
Hr jaiya gee,Negative
Huhuhuhuhuhu,Neutral
Humming bird,Neutral
Hun ahrram A,Neutral
I love zalmi,Positive
In Sha Allah,Neutral
is it true..,Neutral
its outclass,Neutral
jee ye to he,Positive
Ji ha behsak,Neutral
Kaha ho bahi,Neutral
kch yd aya ?,Neutral
khairMubarak,Neutral
Kher mubarak,Positive
Kia gala ?? ,Neutral
kidhr chalen,Neutral
kis ne banai,Neutral
kithyy??? :O,Neutral
Kitna such h,Neutral
Koi shak nhe,Neutral
Koi tou roko,Negative
Kon sa scene,Neutral
Kuray awLaaa,Neutral
Kya bol.diya,Neutral
kya hau bhae,Neutral
kya masla ha,Neutral
kya matlbbbb,Neutral
laddu bhanto,Neutral
Lala is best,Neutral
Love you too,Positive
Ma sha Allah,Neutral
Mashaa Allah,Neutral
Mata ma waya,Neutral
Meko kya pta,Neutral
Meri chahat ,Positive
meri manzil ,Positive
mjh ph gae h,Neutral
mny kea kiya,Neutral
MomiNa MeHar,Neutral
Mujhe chahye,Neutral
nae rehne de,Neutral
Naya trouser,Neutral
Nimra Hanif ,Neutral
Ohh mil gya ,Neutral
Oulad ho jay,Neutral
Pagal ho app,Negative
poora dekhna,Neutral
Pti Mujod ha,Neutral
Raza rabbani,Neutral
reply kia na,Positive
Rula dia na ,Negative
Ruman Raees?,Neutral
Sa d khyal d,Neutral
Sachi bat hy,Neutral
sachi maih g,Neutral
Sahi baat ha,Positive
Sahi farmaya,Neutral
Sakha he day,Neutral
Sayapa Queen,Neutral
sharam ne ae,Negative
Shikra janab,Neutral
Shikrabjaysa,Neutral
shukriya jee,Positive
smjh gaee ma,Neutral
Song axha ha,Positive
Stuff kia hy,Neutral
Subhan Allah,Neutral
Such kaha..!,Positive
sun rahi ho ,Neutral
Thanks a lot,Neutral
That's great,Neutral
The greatman,Neutral
This Moment ,Neutral
Uff esi diet,Positive
wah begharat,Positive
We condemned,Neutral
What is this,Neutral
Wohi wohi ÇÇ,Neutral
Yaad dilaao ,Negative
ye ap kb hui,Neutral
ye hone wala,Neutral
yeh apk liay,Neutral
yh ap k lyeÇ,Neutral
yh tu kry ge,Neutral
Zabardast ha,Positive
zbrdast beta,Neutral
zeher kha lo,Negative
aaj hi kahani,Neutral
acha item hai,Positive
Achha krti ho,Positive
Achi heat hai,Positive
Addaa humhara,Neutral
Aho sahi bt h,Neutral
aik insan ha ,Neutral
Aisa hi hota ,Neutral
Aisaaa hi hai,Positive
Alaa bani ha ,Positive
ALHAMDOLILLAH,Neutral
Allah bachaye,Negative
Allah na kre ,Neutral
ALLAH sy darr,Negative
Allah.ho.aqbr,Neutral
Alright baby ,Neutral
ao krte hain ,Neutral
Ap e bannt lo,Neutral
Ap muslime ho,Neutral
Armi zendabad,Positive
asa hi ha na ,Neutral
Ban sahir now,Negative
Belkul. Galat,Positive
Beta kab hova,Neutral
bhot acha hei,Positive
Bilkul thehk.,Positive
Bohot he umda,Positive
Bohtt he aala,Positive
Bs fr smjh ly,Negative
Bus dekh lay ,Neutral
changi gal hy,Positive
Cheel parenda,Neutral
Choor Han sub,Neutral
Chor bhaee tu,Negative
Da talii..!! ,Neutral
De gi shayad ,Neutral
Deeer ala yar,Positive
dekh lyyyyy..,Neutral
Dekhi thi kal,Neutral
Dekhti ho tm?,Neutral
Dharnay hotai,Negative
Dog and Randi,Neutral
Doob maro phr,Negative
Dua ki arz hy,Positive
Durre Shahwar,Neutral
figurativelyç,Neutral
Film name hai,Neutral
Final hai yeh,Neutral
"G,yh bta daen",Neutral
Gadha mtlb tm,Negative
Get Well Soon,Neutral
Good game bro,Positive
Good manners ,Positive
Haan woh bhi ,Neutral
Haan wohi hai,Neutral
Habiba Sajjad,Neutral
Had ho gae h ,Negative
Hahaha konse?,Positive
gandaa,Negative
Hahaha,Positive
Hahahaha rite,Neutral
Hahahhahahaha,Neutral
Hahha dafaanÇ,Neutral
Hahhahhahah Ç,Negative
Hai to magar ,Neutral
Han han karde,Neutral
Hasna thaw? Ç,Negative
hey u idiot †,Negative
hmm shi hi h ,Neutral
hmmm sai kaha,Neutral
Hogya ab to Ñ,Neutral
Hoorain Shona,Neutral
Hope not out ,Neutral
Hum bicharian,Negative
I love krachi,Positive
In chaar din?,Neutral
IN SHAA ALLAH,Neutral
Invite me -_-,Neutral
is that true.,Neutral
ISLAM MUBARAK,Positive
Itni bizti???,Negative
It's about me,Neutral
Ja yr soja to,Neutral
Jab rat hotie,Neutral
jahalat dekho,Negative
Jb.mokaa.mly.,Neutral
Ji InShaAllah,Neutral
jub jana hai?,Neutral
just like me ,Neutral
Kabhi bhi nae,Neutral
kadi nhi kita,Neutral
Kafar lant hn,Negative
Kafir ha ye..,Negative
kaha se h ap?,Neutral
Kahan hai ye?,Neutral
Kajoor khlain,Neutral
Kal se pakka ,Neutral
Kasam sa yar ,Neutral
Kash esa hota,Neutral
Kasy perni ha,Neutral
kb aye gi epi,Neutral
Khan is great,Positive
kia logic hai,Neutral
Kia price hai,Neutral
Kick them out,Neutral
Kidr hai shop,Neutral
kis jagah per,Neutral
Kis topic pay,Neutral
Koi shaqq nhi,Neutral
Kr chuki hoon,Neutral
Krna he chiye,Neutral
Lahori swords,Neutral
Lakh di lanat,Negative
Lanat dono pa,Negative
Laten taba dy,Neutral
Lelo test fer,Neutral
Loin ko le ao,Neutral
Maa pyari maa,Positive
MashahAllah!!,Positive
mat bolo kuch,Neutral
Mian de narey,Neutral
mil he na jae,Negative
Mily h kb ap´,Negative
Mje b lana hn,Neutral
Mjhe kia ptaÇ,Neutral
Moving 420. ?,Neutral
Mujhe chaheya,Neutral
Mujhe lgta he,Neutral
my life story,Neutral
Na bhai ab nh,Neutral
na mumkeen ha,Neutral
Nahiiiiiiiiii,Neutral
Ni bowa bolty,Neutral
Oooo bhabi ge,Neutral
patwari na bn,Negative
Pehlay tu bol,Neutral
Phirki uraoo ,Neutral
please bataao,Neutral
Pmln zindabad,Positive
point hai yr ,Neutral
Price but Wah,Neutral
pyaar hai voh,Positive
q btao marra?,Neutral
Rabia Qureshi,Neutral
Relationship ,Neutral
remember her?,Neutral
Repeated news,Neutral
Sae aye bacha,Neutral
Sae kh re ho ,Neutral
Sahi frmaya ç,Neutral
Sahi khel gya,Negative
Sai baat hai ,Neutral
Samjja nai :s,Neutral
Sardi Aa Gai ,Neutral
Sei baat hai ,Neutral
seriously Ô∏è,Neutral
Sheeda Actor ,Neutral
sila howa hay,Neutral
Size bta dain,Neutral
Size kya hy ?,Neutral
Smjh gai hon ,Neutral
So b jaya kr ,Negative
So happening ,Neutral
Subhan Allah.,Neutral
Super se uper,Positive
Tabah uu khan,Neutral
tery jesi hna,Neutral
Thanks a lot ,Neutral
Thanks apko b,Neutral
Tm aur usman?,Neutral
tu b kum naee,Neutral
Tu bss kr jaa,Neutral
Tu hogi bachi,Negative
Tu to hai na ,Neutral
tum piyari ho,Positive
Tum prhado na,Neutral
Umer Akmal in,Neutral
undi Khiar aa,Positive
Urdu ma batao,Neutral
Vote kiska ??,Neutral
WA kya bat ha,Positive
Waklisha Aata,Neutral
Wania noughty,Neutral
Wha bhut qoob,Positive
Wo kam kya ha,Neutral
Wohi krna ab ,Neutral
wohi yaad aya,Neutral
Ya ha jahalat,Negative
yahan pe xhor,Neutral
yar yeh suno ,Neutral
Ye chahe muje,Neutral
ye cheezz????,Positive
Ye kesa lie h,Neutral
Ye kia hogaya,Neutral
ye kia hua???,Neutral
Ye mojy chaye,Neutral
Ye to tatti h,Negative
ye tumary lia,Neutral
Yh ap ke liye,Neutral
You are right,Neutral
Zenda bad yar,Positive
zra si b nahi,Neutral
 haa meri jaan,Positive
 sun tha subha,Neutral
 tm yaad ae ho,Positive
.our situation,Neutral
 pata lag jao ,Negative
1947 reloaded ,Neutral
2 suit chaheye,Neutral
3 hain yaaaaar,Neutral
a k khud bolii,Neutral
haha yaad aaya,Neutral
Ab tym b to ni,Neutral
acha phr choro,Neutral
Afridi sher ho,Neutral
Agha kha hai g,Neutral
Ahaah waqaii Ç,Neutral
Alhamdulillah ,Positive
ALHAMDULILLAH ,Neutral
All topi drama,Negative
Allah ho Akbar,Neutral
Allah hu Akbar,Neutral
Amaal kia Hai?,Neutral
Amrica kota he,Negative
anty zra holy ,Negative
ao shuru krain,Neutral
Ap bht ache ho,Positive
ap k liye Mam ,Negative
Ap ko laga dhy,Neutral
Aray pata hai ,Neutral
Astaghfirullah,Neutral
aunty ko dekh ,Neutral
Bachii chek kr,Neutral
Bagerat police,Negative
Bahot shukriya,Positive
Baihurt leader,Neutral
Bas kar da aab,Negative
Batmeez insan ,Negative
Bc idea de rha,Negative
Begherat insan,Neutral
Bekkar quality,Negative
Bhabi h ap ki ,Neutral
bhn bhi ka pyr,Positive
Bhoot achayyy ,Positive
Bhout khoub ji,Neutral
Bht hi level..,Positive
Bhudha mil gya,Negative
Bilkul sai kha,Neutral
Bilkul theeek.,Neutral
Bohat achi hai,Positive
bohat munasib.,Positive
Bus aesa nahi ,Neutral
Chair kam hai.,Negative
Chal koi ty ha,Negative
Chhaa gyi hain,Positive
Control aunty ,Neutral
Daily dekhu na,Neutral
Dekhti hn rooz,Neutral
Dono bekar hai,Negative
Drama song hai,Neutral
Dunya goul hai,Neutral
 thank you bol,Neutral
Elegant effort,Neutral
FIR kataygi ab,Negative
g §® ay thk ay,Neutral
Ghalat hai yeh,Negative
Great comrades,Positive
GreatBeautiful,Neutral
Haha  na chair,Neutral
haha dramiiiii,Neutral
gandiii,Negative
Hahahaha chwal,Neutral
Hahahaha right,Neutral
Hahahaha right,Neutral
Hahahahaha wah,Positive
Hahahahahahaha,Neutral
Hahhaha . Chch,Neutral
Han g blqllll ,Neutral
han phr sahi h,Neutral
Hassan Husnain,Positive
Hmara fav kaam,Neutral
Hmmm such haiî,Neutral
How relative! ,Neutral
Hr jayege jiya,Negative
HummingBird ..,Neutral
Icka tarjumaa?,Neutral
Intzar rahy ga,Neutral
itna pitogi tm,Negative
Itni khobsorti,Positive
Jaise mare maa,Neutral
Jetna ho sahky,Neutral
Ji lg to rha h,Neutral
Jia T Chuhaann,Neutral
Js r you right,Neutral
Kaisy hain aap,Neutral
kal karen gy ç,Neutral
Kamal cha gay ,Positive
Kaml ka ha yeb,Positive
Karna zaror ab,Neutral
Khalid mehmood,Neutral
Kinni piye gi?,Neutral
kitaab chahiy?,Neutral
Ko par wa nahi,Neutral
Koe jawab daga,Neutral
konsai anday??,Neutral
